#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
NODE_3517_length_232_cov_0.877419	1	232	2	232	100	1.2931	30	60
NODE_3518_length_232_cov_0.870968	1	232	2	232	100	1.2931	30	60
NODE_3519_length_232_cov_0.761290	1	232	2	232	100	1.2931	30	60
NODE_3520_length_232_cov_0.729032	1	232	2	232	100	1.2931	30	60
NODE_3521_length_232_cov_0.709677	1	232	2	232	100	1.26724	30	60
NODE_3522_length_232_cov_0.690323	1	232	2	232	100	1.2931	30	60
NODE_3523_length_231_cov_3.792208	1	231	8	231	100	5.19481	30	60
NODE_3524_length_231_cov_1.896104	1	231	4	231	100	2.5974	30	60
NODE_3525_length_231_cov_1.896104	1	231	5	231	100	2.75758	30	48.2
NODE_3526_length_231_cov_1.896104	1	231	4	231	100	2.5974	30	60
NODE_3527_length_231_cov_1.896104	1	231	4	231	100	2.5974	30	60
NODE_3528_length_231_cov_1.896104	1	231	4	231	100	2.5974	30	60
NODE_3529_length_231_cov_1.896104	1	231	4	231	100	2.5974	30	60
NODE_3530_length_231_cov_1.896104	1	231	4	231	100	2.5974	30	60
NODE_3531_length_231_cov_1.896104	1	231	4	231	100	2.5974	30	60
NODE_3532_length_231_cov_1.896104	1	231	4	231	100	2.5974	30	60
NODE_3533_length_231_cov_1.896104	1	231	4	231	100	2.5974	30	60
NODE_3534_length_231_cov_1.896104	1	231	4	231	100	2.5974	30	60
NODE_3535_length_231_cov_1.896104	1	231	4	231	100	2.5974	30	60
NODE_3536_length_231_cov_0.948052	1	231	2	231	100	1.2987	30	60
NODE_3537_length_231_cov_0.948052	1	231	2	231	100	1.2987	30	60
NODE_3538_length_231_cov_0.948052	1	231	2	231	100	1.2987	30	60
NODE_3539_length_231_cov_0.948052	1	231	2	231	100	1.2987	30	60
NODE_3540_length_231_cov_0.948052	1	231	2	231	100	1.2987	30	60
NODE_3541_length_231_cov_0.948052	1	231	2	231	100	1.2987	30	60
NODE_3542_length_231_cov_0.948052	1	231	2	231	100	1.2987	30	60
NODE_3543_length_231_cov_0.948052	1	231	2	231	100	1.2987	30	60
NODE_3544_length_231_cov_0.948052	1	231	2	231	100	1.2987	30	60
NODE_3545_length_231_cov_0.948052	1	231	2	231	100	1.2987	30	60
NODE_3546_length_231_cov_0.948052	1	231	2	231	100	1.2987	30	60
NODE_3547_length_231_cov_0.948052	1	231	2	231	100	1.2987	30	60
NODE_3548_length_231_cov_0.948052	1	231	2	231	100	1.2987	30	60
NODE_3549_length_231_cov_0.948052	1	231	2	231	100	1.2987	30	60
NODE_3550_length_231_cov_0.948052	1	231	2	231	100	1.2987	30	60
NODE_3551_length_231_cov_0.948052	1	231	2	231	100	1.2987	30	60
NODE_3552_length_231_cov_0.948052	1	231	2	231	100	1.2987	30	60
NODE_3553_length_231_cov_0.948052	1	231	2	231	100	1.2987	30	60
NODE_3554_length_231_cov_0.948052	1	231	2	231	100	1.2987	30	60
NODE_3555_length_231_cov_0.948052	1	231	2	231	100	1.2987	30	60
NODE_3556_length_231_cov_0.948052	1	231	2	231	100	1.2987	30	60
NODE_3557_length_231_cov_0.948052	1	231	2	231	100	1.2987	30	60
NODE_3558_length_231_cov_0.948052	1	231	2	231	100	1.2987	30	60
NODE_3559_length_231_cov_0.948052	1	231	2	231	100	1.2987	30	60
NODE_3560_length_231_cov_0.948052	1	231	2	231	100	1.2987	30	60
NODE_3561_length_231_cov_0.948052	1	231	2	231	100	1.2987	30	60
NODE_3562_length_231_cov_0.948052	1	231	2	231	100	1.2987	30	60
NODE_3563_length_231_cov_0.948052	1	231	2	231	100	1.2987	30	60
NODE_3564_length_231_cov_0.948052	1	231	2	231	100	1.2987	30	60
NODE_3565_length_231_cov_0.948052	1	231	2	231	100	1.2987	30	60
NODE_3566_length_231_cov_0.948052	1	231	2	231	100	1.2987	30	60
NODE_3567_length_231_cov_0.948052	1	231	2	231	100	1.2987	30	60
NODE_3568_length_231_cov_0.948052	1	231	2	231	100	1.2987	30	60
NODE_3569_length_231_cov_0.948052	1	231	2	231	100	1.2987	30	60
NODE_3570_length_231_cov_0.948052	1	231	2	231	100	1.2987	30	60
NODE_3571_length_231_cov_0.948052	1	231	2	231	100	1.2987	30	60
NODE_3572_length_231_cov_0.948052	1	231	2	231	100	1.2987	30	60
NODE_3573_length_231_cov_0.948052	1	231	2	231	100	1.2987	30	60
NODE_3574_length_231_cov_0.948052	1	231	2	231	100	1.2987	30	60
NODE_3575_length_231_cov_0.948052	1	231	2	231	100	1.2987	30	60
NODE_3576_length_231_cov_0.948052	1	231	2	231	100	1.2987	30	60
NODE_3577_length_231_cov_0.948052	1	231	2	231	100	1.2987	30	60
NODE_3578_length_231_cov_0.948052	1	231	2	231	100	1.2987	30	60
NODE_3579_length_231_cov_0.948052	1	231	2	231	100	1.2987	30	60
NODE_3580_length_231_cov_0.948052	1	231	2	231	100	1.2987	30	60
NODE_3581_length_231_cov_0.948052	1	231	2	231	100	1.2987	30	60
NODE_3582_length_231_cov_0.948052	1	231	2	231	100	1.2987	30	60
NODE_3583_length_231_cov_0.837662	1	231	2	231	100	1.2987	30	60
NODE_3584_length_231_cov_0.766234	1	231	2	231	100	1.2987	30	60
NODE_3585_length_231_cov_0.753247	1	231	2	231	100	1.2987	30	60
NODE_3586_length_231_cov_0.727273	1	231	2	231	100	1.2987	30	60
NODE_3587_length_231_cov_0.636364	1	231	2	231	100	1.2987	30	60
NODE_3588_length_230_cov_2.862745	1	230	6	230	100	3.91304	30	60
NODE_3589_length_230_cov_2.862745	1	230	6	230	100	3.91304	30	60
NODE_3590_length_230_cov_1.908497	1	230	4	230	100	2.6087	30	60
NODE_3591_length_230_cov_1.908497	1	230	4	230	100	2.6087	30	60
NODE_3592_length_230_cov_1.908497	1	230	4	230	100	2.6087	30	60
NODE_3593_length_230_cov_1.908497	1	230	4	230	100	2.6087	30	60
NODE_3594_length_230_cov_1.908497	1	230	4	230	100	2.6087	30	60
NODE_3595_length_230_cov_1.908497	1	230	4	230	100	2.6087	30	60
NODE_3596_length_230_cov_1.908497	1	230	4	230	100	2.6087	30	60
NODE_3597_length_230_cov_1.888889	1	230	4	230	100	2.6087	30	60
NODE_3598_length_230_cov_1.888889	1	230	6	230	100	3.44348	30	40.7
NODE_3599_length_230_cov_1.882353	1	230	4	230	100	2.6087	30	60
NODE_3600_length_230_cov_1.686275	1	230	4	230	100	2.6087	30	60
NODE_3601_length_230_cov_1.450980	1	230	4	230	100	2.6087	30	60
NODE_3602_length_230_cov_0.954248	1	230	2	230	100	1.30435	30	60
NODE_3603_length_230_cov_0.954248	1	230	2	230	100	1.30435	30	60
NODE_3604_length_230_cov_0.954248	1	230	2	230	100	1.30435	30	60
NODE_3605_length_230_cov_0.954248	1	230	2	230	100	1.30435	30	60
NODE_3606_length_230_cov_0.954248	1	230	2	230	100	1.30435	30	60
NODE_3607_length_230_cov_0.954248	1	230	2	230	100	1.30435	30	60
NODE_3608_length_230_cov_0.954248	1	230	2	230	100	1.30435	30	60
NODE_3609_length_230_cov_0.954248	1	230	2	230	100	1.30435	30	60
NODE_3610_length_230_cov_0.954248	1	230	2	230	100	1.30435	30	60
NODE_3611_length_230_cov_0.954248	1	230	2	230	100	1.30435	30	60
NODE_3612_length_230_cov_0.954248	1	230	2	230	100	1.30435	30	60
NODE_3613_length_230_cov_0.954248	1	230	2	230	100	1.30435	30	60
NODE_3614_length_230_cov_0.954248	1	230	2	230	100	1.30435	30	60
NODE_3615_length_230_cov_0.954248	1	230	5	230	100	1.65217	30	25.6
NODE_3616_length_230_cov_0.954248	1	230	2	230	100	1.30435	30	60
NODE_3617_length_230_cov_0.954248	1	230	2	230	100	1.30435	30	60
NODE_3618_length_230_cov_0.954248	1	230	2	230	100	1.30435	30	60
NODE_3619_length_230_cov_0.954248	1	230	2	230	100	1.30435	30	60
NODE_3620_length_230_cov_0.954248	1	230	2	230	100	1.30435	30	60
NODE_3621_length_230_cov_0.954248	1	230	2	230	100	1.30435	30	60
NODE_3622_length_230_cov_0.954248	1	230	2	230	100	1.30435	30	60
NODE_3623_length_230_cov_0.954248	1	230	2	230	100	1.30435	30	60
NODE_3624_length_230_cov_0.954248	1	230	12	230	100	5.8913	30	28.8
NODE_3625_length_230_cov_0.954248	1	230	2	230	100	1.30435	30	60
NODE_3626_length_230_cov_0.954248	1	230	2	230	100	1.30435	30	60
NODE_3627_length_230_cov_0.954248	1	230	2	230	100	1.30435	30	60
NODE_3628_length_230_cov_0.954248	1	230	2	230	100	1.30435	30	60
NODE_3629_length_230_cov_0.954248	1	230	2	230	100	1.30435	30	60
NODE_3630_length_230_cov_0.954248	1	230	2	230	100	1.30435	30	60
NODE_3631_length_230_cov_0.954248	1	230	2	230	100	1.30435	30	60
NODE_3632_length_230_cov_0.954248	1	230	2	230	100	1.30435	30	60
NODE_3633_length_230_cov_0.954248	1	230	2	230	100	1.30435	30	60
NODE_3634_length_230_cov_0.954248	1	230	2	230	100	1.30435	30	60
NODE_3635_length_230_cov_0.954248	1	230	2	230	100	1.30435	30	60
NODE_3636_length_230_cov_0.954248	1	230	2	230	100	1.30435	30	60
NODE_3637_length_230_cov_0.954248	1	230	2	230	100	1.30435	30	60
NODE_3638_length_230_cov_0.954248	1	230	2	230	100	1.30435	30	60
NODE_3639_length_230_cov_0.954248	1	230	2	230	100	1.30435	30	60
NODE_3640_length_230_cov_0.954248	1	230	2	230	100	1.30435	30	60
NODE_3641_length_230_cov_0.954248	1	230	2	230	100	1.30435	30	60
NODE_3642_length_230_cov_0.954248	1	230	2	230	100	1.30435	30	60
NODE_3643_length_230_cov_0.954248	1	230	2	230	100	1.30435	30	60
NODE_3644_length_230_cov_0.954248	1	230	2	230	100	1.30435	30	60
NODE_3645_length_230_cov_0.954248	1	230	2	230	100	1.30435	30	60
NODE_3646_length_230_cov_0.954248	1	230	2	230	100	1.30435	30	60
NODE_3647_length_230_cov_0.954248	1	230	2	230	100	1.30435	30	60
NODE_3648_length_230_cov_0.954248	1	230	2	230	100	1.30435	30	60
NODE_3649_length_230_cov_0.954248	1	230	2	230	100	1.30435	30	60
NODE_3650_length_230_cov_0.954248	1	230	2	230	100	1.30435	30	60
NODE_3651_length_230_cov_0.954248	1	230	2	230	100	1.30435	30	60
NODE_3652_length_230_cov_0.954248	1	230	2	230	100	1.30435	30	60
NODE_3653_length_230_cov_0.954248	1	230	2	230	100	1.30435	30	60
NODE_3654_length_230_cov_0.954248	1	230	2	230	100	1.30435	30	60
NODE_3655_length_230_cov_0.915033	1	230	2	230	100	1.30435	30	60
NODE_3656_length_230_cov_0.875817	1	230	2	230	100	1.30435	30	60
NODE_3657_length_230_cov_0.836601	1	230	2	230	100	1.30435	30	60
NODE_3658_length_230_cov_0.725490	1	230	2	230	100	1.30435	30	60
NODE_3659_length_230_cov_0.679739	1	230	2	230	100	1.30435	30	60
NODE_3660_length_229_cov_2.881579	1	229	6	229	100	3.93013	30	60
NODE_3661_length_229_cov_2.881579	1	229	6	229	100	3.93013	30	60
NODE_3662_length_229_cov_2.881579	1	229	6	229	100	3.93013	30	60
NODE_3663_length_229_cov_1.921053	1	229	4	229	100	2.62009	30	60
NODE_3664_length_229_cov_1.921053	1	229	4	229	100	2.62009	30	60
NODE_3665_length_229_cov_1.921053	1	229	4	229	100	2.62009	30	60
NODE_3666_length_229_cov_1.921053	1	229	4	229	100	2.62009	30	60
NODE_3667_length_229_cov_1.921053	1	229	4	229	100	2.62009	30	60
NODE_3668_length_229_cov_1.921053	1	229	4	229	100	2.62009	30	60
NODE_3669_length_229_cov_1.921053	1	229	4	229	100	2.62009	30	60
NODE_3670_length_229_cov_1.921053	1	229	4	229	100	2.62009	30	60
NODE_3671_length_229_cov_1.921053	1	229	4	229	100	2.62009	30	60
NODE_3672_length_229_cov_1.921053	1	229	4	229	100	2.62009	30	60
NODE_3673_length_229_cov_1.921053	1	229	4	229	100	2.62009	30	60
NODE_3674_length_229_cov_1.263158	1	229	4	229	100	2.56769	30	60
NODE_3675_length_229_cov_1.236842	1	229	4	229	100	2.62009	30	60
NODE_3676_length_229_cov_0.960526	1	229	2	229	100	1.31004	30	60
NODE_3677_length_229_cov_0.960526	1	229	2	229	100	1.31004	30	60
NODE_3678_length_229_cov_0.960526	1	229	2	229	100	1.31004	30	60
NODE_3679_length_229_cov_0.960526	1	229	2	229	100	1.31004	30	60
NODE_3680_length_229_cov_0.960526	1	229	4	229	100	1.65066	30	31
NODE_3681_length_229_cov_0.960526	1	229	2	229	100	1.31004	30	60
NODE_3682_length_229_cov_0.960526	1	229	2	229	100	1.31004	30	60
NODE_3683_length_229_cov_0.960526	1	229	2	229	100	1.31004	30	60
NODE_3684_length_229_cov_0.960526	1	229	2	229	100	1.31004	30	60
NODE_3685_length_229_cov_0.960526	1	229	2	229	100	1.31004	30	60
NODE_3686_length_229_cov_0.960526	1	229	2	229	100	1.31004	30	60
NODE_3687_length_229_cov_0.960526	1	229	2	229	100	1.31004	30	60
NODE_3688_length_229_cov_0.960526	1	229	2	229	100	1.31004	30	60
NODE_3689_length_229_cov_0.960526	1	229	2	229	100	1.31004	30	60
NODE_3690_length_229_cov_0.960526	1	229	14	229	100	3.84279	30	29.7
NODE_3691_length_229_cov_0.960526	1	229	2	229	100	1.31004	30	60
NODE_3692_length_229_cov_0.960526	1	229	9	228	99.5633	3.8821	30	40
NODE_3693_length_229_cov_0.960526	1	229	2	229	100	1.31004	30	60
NODE_3694_length_229_cov_0.960526	1	229	2	229	100	1.31004	30	60
NODE_3695_length_229_cov_0.960526	1	229	2	229	100	1.31004	30	60
NODE_3696_length_229_cov_0.960526	1	229	2	229	100	1.31004	30	60
NODE_3697_length_229_cov_0.960526	1	229	2	229	100	1.31004	30	60
NODE_3698_length_229_cov_0.960526	1	229	2	229	100	1.31004	30	60
NODE_3699_length_229_cov_0.960526	1	229	2	229	100	1.31004	30	60
NODE_3700_length_229_cov_0.960526	1	229	2	229	100	1.31004	30	60
NODE_3701_length_229_cov_0.960526	1	229	2	229	100	1.31004	30	60
NODE_3702_length_229_cov_0.960526	1	229	2	229	100	1.31004	30	60
NODE_3703_length_229_cov_0.960526	1	229	2	229	100	1.31004	30	60
NODE_3704_length_229_cov_0.960526	1	229	2	229	100	1.31004	30	60
NODE_3705_length_229_cov_0.960526	1	229	2	229	100	1.31004	30	60
NODE_3706_length_229_cov_0.960526	1	229	8	229	100	2.85153	30	18.8
NODE_3707_length_229_cov_0.960526	1	229	2	229	100	1.31004	30	60
NODE_3708_length_229_cov_0.960526	1	229	2	229	100	1.31004	30	60
NODE_3709_length_229_cov_0.960526	1	229	2	229	100	1.31004	30	60
NODE_3710_length_229_cov_0.960526	1	229	2	229	100	1.31004	30	60
NODE_3711_length_229_cov_0.960526	1	229	2	229	100	1.31004	30	60
NODE_3712_length_229_cov_0.960526	1	229	2	229	100	1.31004	30	60
NODE_3713_length_229_cov_0.960526	1	229	2	229	100	1.31004	30	60
NODE_3714_length_229_cov_0.960526	1	229	2	229	100	1.31004	30	60
NODE_3715_length_229_cov_0.960526	1	229	2	229	100	1.31004	30	60
NODE_3716_length_229_cov_0.960526	1	229	2	229	100	1.31004	30	60
NODE_3717_length_229_cov_0.960526	1	229	2	229	100	1.31004	30	60
NODE_3718_length_229_cov_0.960526	1	229	2	229	100	1.31004	30	60
NODE_3719_length_229_cov_0.960526	1	229	2	229	100	1.31004	30	60
NODE_3720_length_229_cov_0.960526	1	229	2	229	100	1.31004	30	60
NODE_3721_length_229_cov_0.960526	1	229	2	229	100	1.31004	30	60
NODE_3722_length_229_cov_0.960526	1	229	2	229	100	1.31004	30	60
NODE_3723_length_229_cov_0.960526	1	229	2	229	100	1.31004	30	60
NODE_3724_length_229_cov_0.960526	1	229	2	229	100	1.31004	30	60
NODE_3725_length_229_cov_0.960526	1	229	2	229	100	1.31004	30	60
NODE_3726_length_229_cov_0.769737	1	229	2	229	100	1.31004	30	60
NODE_3727_length_229_cov_0.723684	1	229	2	229	100	1.31004	30	60
NODE_3728_length_228_cov_3.867550	1	228	8	228	100	5.26316	30	60
NODE_3729_length_228_cov_2.900662	1	228	6	228	100	3.94737	30	60
NODE_3730_length_228_cov_2.900662	1	228	6	228	100	3.94737	30	60
NODE_3731_length_228_cov_2.900662	1	228	6	228	100	3.94737	30	60
NODE_3732_length_227_cov_2.556291	1	227	6	227	100	3.96035	30	60
NODE_3733_length_228_cov_1.933775	1	228	4	228	100	2.63158	30	60
NODE_3734_length_228_cov_1.933775	1	228	4	228	100	2.63158	30	60
NODE_3735_length_228_cov_1.933775	1	228	4	228	100	2.63158	30	60
NODE_3736_length_228_cov_1.933775	1	228	4	228	100	2.63158	30	60
NODE_3737_length_228_cov_1.933775	1	228	4	228	100	2.63158	30	60
NODE_3738_length_228_cov_1.933775	1	228	4	228	100	2.63158	30	60
NODE_3739_length_228_cov_1.933775	1	228	4	228	100	2.63158	30	60
NODE_3740_length_228_cov_1.933775	1	228	4	228	100	2.63158	30	60
NODE_3741_length_228_cov_1.933775	1	228	4	228	100	2.63158	30	60
NODE_3742_length_228_cov_1.933775	1	228	4	228	100	2.63158	30	60
NODE_3743_length_228_cov_1.933775	1	228	4	228	100	2.63158	30	60
NODE_3744_length_228_cov_1.933775	1	228	4	228	100	2.63158	30	60
NODE_3745_length_228_cov_1.907285	1	228	4	228	100	2.63158	30	60
NODE_3746_length_228_cov_1.668874	1	228	4	228	100	2.63158	30	60
NODE_3747_length_228_cov_1.238411	1	228	22	228	100	8.63596	30	20.2
NODE_3748_length_228_cov_0.966887	1	228	2	228	100	1.31579	30	60
NODE_3749_length_228_cov_0.966887	1	228	2	228	100	1.31579	30	60
NODE_3750_length_228_cov_0.966887	1	228	7	228	100	2.40789	30	22
NODE_3751_length_228_cov_0.966887	1	228	2	228	100	1.31579	30	60
NODE_3752_length_228_cov_0.966887	1	228	2	228	100	1.31579	30	60
NODE_3753_length_228_cov_0.966887	1	228	2	228	100	1.31579	30	60
NODE_3754_length_228_cov_0.966887	1	228	2	228	100	1.31579	30	60
NODE_3755_length_228_cov_0.966887	1	228	2	228	100	1.31579	30	60
NODE_3756_length_228_cov_0.966887	1	228	2	228	100	1.31579	30	60
NODE_3757_length_228_cov_0.966887	1	228	2	228	100	1.31579	30	60
NODE_3758_length_228_cov_0.966887	1	228	2	228	100	1.31579	30	60
NODE_3759_length_228_cov_0.966887	1	228	2	228	100	1.31579	30	60
NODE_3760_length_228_cov_0.966887	1	228	2	228	100	1.31579	30	60
NODE_3761_length_228_cov_0.966887	1	228	2	228	100	1.31579	30	60
NODE_3762_length_228_cov_0.966887	1	228	2	228	100	1.31579	30	60
NODE_3763_length_228_cov_0.966887	1	228	2	228	100	1.31579	30	60
NODE_3764_length_228_cov_0.966887	1	228	2	228	100	1.31579	30	60
NODE_3765_length_228_cov_0.966887	1	228	2	228	100	1.31579	30	60
NODE_3766_length_228_cov_0.966887	1	228	2	228	100	1.31579	30	60
NODE_3767_length_228_cov_0.966887	1	228	2	228	100	1.31579	30	60
NODE_3768_length_228_cov_0.966887	1	228	2	228	100	1.31579	30	60
NODE_3769_length_228_cov_0.966887	1	228	2	228	100	1.31579	30	60
NODE_3770_length_228_cov_0.966887	1	228	2	228	100	1.31579	30	60
NODE_3771_length_228_cov_0.966887	1	228	2	228	100	1.31579	30	60
NODE_3772_length_228_cov_0.966887	1	228	2	228	100	1.31579	30	60
NODE_3773_length_228_cov_0.966887	1	228	2	228	100	1.31579	30	60
NODE_3774_length_228_cov_0.966887	1	228	2	228	100	1.31579	30	60
NODE_3775_length_228_cov_0.966887	1	228	2	228	100	1.31579	30	60
NODE_3776_length_228_cov_0.966887	1	228	2	228	100	1.31579	30	60
NODE_3777_length_228_cov_0.966887	1	228	2	228	100	1.31579	30	60
NODE_3778_length_228_cov_0.966887	1	228	2	228	100	1.31579	30	60
NODE_3779_length_228_cov_0.966887	1	228	2	228	100	1.31579	30	60
NODE_3780_length_228_cov_0.966887	1	228	2	228	100	1.31579	30	60
NODE_3781_length_228_cov_0.966887	1	228	2	228	100	1.31579	30	60
NODE_3782_length_228_cov_0.966887	1	228	2	228	100	1.31579	30	60
NODE_3783_length_228_cov_0.966887	1	228	2	228	100	1.31579	30	60
NODE_3784_length_228_cov_0.966887	1	228	2	228	100	1.31579	30	60
NODE_3785_length_228_cov_0.966887	1	228	2	228	100	1.31579	30	60
NODE_3786_length_228_cov_0.966887	1	228	2	228	100	1.31579	30	60
NODE_3787_length_228_cov_0.966887	1	228	2	228	100	1.31579	30	60
NODE_3788_length_228_cov_0.966887	1	228	2	228	100	1.31579	30	60
NODE_3789_length_228_cov_0.966887	1	228	2	228	100	1.31579	30	60
NODE_3790_length_228_cov_0.966887	1	228	2	228	100	1.31579	30	60
NODE_3791_length_228_cov_0.966887	1	228	2	228	100	1.31579	30	60
NODE_3792_length_228_cov_0.966887	1	228	2	228	100	1.31579	30	60
NODE_3793_length_228_cov_0.966887	1	228	4	228	100	2.52632	30	57.2
NODE_3794_length_228_cov_0.966887	1	228	2	228	100	1.31579	30	60
NODE_3795_length_228_cov_0.966887	1	228	2	228	100	1.31579	30	60
NODE_3796_length_228_cov_0.966887	1	228	2	228	100	1.31579	30	60
NODE_3797_length_228_cov_0.966887	1	228	2	228	100	1.31579	30	60
NODE_3798_length_228_cov_0.966887	1	228	2	228	100	1.31579	30	60
NODE_3799_length_228_cov_0.966887	1	228	2	228	100	1.31579	30	60
NODE_3800_length_228_cov_0.966887	1	228	2	228	100	1.31579	30	60
NODE_3801_length_228_cov_0.966887	1	228	2	228	100	1.31579	30	60
NODE_3802_length_228_cov_0.966887	1	228	2	228	100	1.31579	30	60
NODE_3803_length_228_cov_0.854305	1	228	2	228	100	1.31579	30	60
NODE_3804_length_228_cov_0.748344	1	228	2	228	100	1.31579	30	60
NODE_3805_length_228_cov_0.721854	1	228	2	228	100	1.31579	30	60
NODE_3806_length_228_cov_0.715232	1	228	2	228	100	1.31579	30	60
NODE_3807_length_227_cov_17.560000	1	227	62	227	100	27.7621	30	53.9
NODE_3808_length_216_cov_1.402878	1	216	4	216	100	2.43519	30	24.2
NODE_3809_length_215_cov_23.427536	1	215	2291	215	100	1019.74	30	3.15
NODE_3810_length_204_cov_381986.212598	1	204	198772	204	100	139792	30	32.8
NODE_3811_length_195_cov_110.389831	1	195	265	195	100	108.092	30	14.2
NODE_3812_length_194_cov_30.230769	1	194	94	194	100	58.0361	30	44.7
NODE_3813_length_188_cov_213.693694	1	188	470	188	100	314.665	30	52.9
NODE_3814_length_174_cov_94.092593	1	174	14718	174	100	8351.28	30	0.432
NODE_3815_length_182_cov_629.980952	1	182	237	182	100	134.588	30	52.7
NODE_3816_length_179_cov_1.617647	1	179	4	167	93.2961	3.05587	30	55.5
NODE_3817_length_174_cov_0.835052	1	174	3	152	87.3563	2.01724	30	60
NODE_3818_length_173_cov_17.520833	1	173	30	173	100	20.5145	30	47.3
NODE_3819_length_169_cov_16.600000	1	169	1994	169	100	1036.23	30	45.4
NODE_3820_length_162_cov_861.235294	1	162	206	162	100	132.358	30	56
NODE_3821_length_155_cov_5659.974359	1	155	33	150	96.7742	22.8065	30	1.79
NODE_3822_length_155_cov_1092.833333	1	155	28	153	98.7097	15.4645	30	8
NODE_3823_length_155_cov_1060.987179	1	155	55	155	100	25.271	30	7.91
NODE_3824_length_155_cov_130.846154	1	155	5	146	94.1935	2.60645	30	12
NODE_3825_length_153_cov_115.807692	1	153	979	153	100	594.458	30	24.4
NODE_3826_length_155_cov_111.371795	1	155	906	155	100	430.703	30	5.37
NODE_3827_length_155_cov_67.551282	1	155	2306	155	100	1105.75	30	1.28
NODE_3828_length_155_cov_46.717949	1	155	99456	155	100	89130.6	30	14.6
NODE_3829_length_155_cov_38.679487	1	155	156	155	100	80.5226	30	5.73
NODE_3830_length_155_cov_34.884615	1	155	9	155	100	7.00645	30	17.1
NODE_3831_length_151_cov_24.346154	1	151	461	151	100	208.04	30	10.6
NODE_3832_length_154_cov_3747.623377	1	154	64	154	100	34.2078	30	4.84
NODE_3833_length_154_cov_401.870130	1	154	188	154	100	84.5519	30	2.52
NODE_3834_length_154_cov_391.259740	1	154	589	154	100	294.675	30	11.8
NODE_3835_length_154_cov_208.675325	1	154	29	154	100	20.3701	30	37.9
NODE_3836_length_154_cov_199.584416	1	154	186	154	100	128.662	30	1.28
NODE_3837_length_154_cov_92.545455	1	154	44	154	100	19.0519	30	6.02
NODE_3838_length_154_cov_86.961039	1	154	419	154	100	249.247	30	21
NODE_3839_length_154_cov_86.181818	1	154	122	154	100	48.9221	30	14.8
NODE_3840_length_154_cov_84.948052	1	154	2079	154	100	958.266	30	1.01
NODE_3841_length_154_cov_84.181818	1	154	65349	154	100	58924.7	30	1.3
NODE_3842_length_154_cov_75.129870	1	154	13	154	100	5.00649	30	5.54
NODE_3843_length_154_cov_54.636364	1	154	180	154	100	81.7338	30	3.87
NODE_3844_length_154_cov_54.246753	1	154	205	152	98.7013	96.0455	30	18.8
NODE_3845_length_154_cov_41.545455	1	154	312	154	100	140.149	30	0.92
NODE_3846_length_154_cov_39.000000	1	154	1406	154	100	663.409	30	2.52
NODE_3847_length_154_cov_27.194805	1	154	231	154	100	104.442	30	11.8
NODE_3848_length_154_cov_25.272727	1	154	326	154	100	151.091	30	0.788
NODE_3849_length_154_cov_21.857143	1	154	1097	154	100	540.136	30	4.39
NODE_3850_length_154_cov_21.116883	1	154	1418	154	100	378.351	30	13.3
NODE_3851_length_154_cov_20.324675	1	154	501	154	100	262.032	30	19.8
NODE_3852_length_153_cov_1195.881579	1	153	61	153	100	50.2549	30	18.6
NODE_3853_length_153_cov_547.078947	1	153	1684	153	100	903.876	30	58.4
NODE_3854_length_153_cov_310.671053	1	153	719	153	100	388.248	30	55.8
NODE_3855_length_153_cov_195.039474	1	153	537	153	100	257.601	30	5.85
NODE_3856_length_153_cov_65.171053	1	153	42	153	100	34.2418	30	40.4
NODE_3857_length_153_cov_51.947368	1	153	1021	153	100	528.105	30	10.8
NODE_3858_length_153_cov_28.223684	1	153	44	153	100	18.4118	30	7.55
NODE_3859_length_153_cov_26.328947	1	153	47	153	100	19.268	30	22.8
NODE_3860_length_153_cov_20.618421	1	153	50	153	100	23.3203	30	28.8
NODE_3861_length_152_cov_220.426667	1	152	44	152	100	22.4474	30	8.82
NODE_3862_length_152_cov_114.320000	1	152	20470	128	84.2105	5431.76	30	18
NODE_3863_length_152_cov_80.520000	1	152	719	152	100	426.526	30	1.35
NODE_3864_length_152_cov_45.986667	1	152	43	152	100	25.3618	30	9.44
NODE_3865_length_152_cov_41.000000	1	152	365	152	100	243.75	30	6.95
NODE_3866_length_152_cov_30.786667	1	152	130	152	100	58.9934	30	5.02
NODE_3867_length_152_cov_25.933333	1	152	102	152	100	49.4079	30	21.8
NODE_3868_length_152_cov_23.640000	1	152	168	152	100	102.368	30	8.28
NODE_3869_length_151_cov_1209.567568	1	151	26	151	100	10.5563	30	2.12
NODE_3870_length_151_cov_1143.918919	1	151	84	151	100	33.9801	30	18.7
NODE_3871_length_151_cov_280.486486	1	151	576	151	100	375.96	30	17
NODE_3872_length_151_cov_23.202703	1	151	121	151	100	69.404	30	19.8
NODE_3873_length_150_cov_276.767123	1	150	60	150	100	25.5533	30	9.77
NODE_3874_length_150_cov_45.767123	1	150	13	150	100	8.04667	30	10.2
NODE_3875_length_150_cov_38.589041	1	150	256	150	100	177.347	30	36.4
NODE_3876_length_150_cov_25.452055	1	150	11	141	94	6.64667	30	8.36
NODE_3877_length_150_cov_24.616438	1	150	476	150	100	292.9	30	18.8
NODE_3878_length_150_cov_22.342466	1	150	39	150	100	14.5733	30	13.5
NODE_3879_length_149_cov_2174.791667	1	149	62	149	100	24.8322	30	4.97
